PassengerId,TicketNumber,Cabin,Pclass,Sex,Embarked,Survived,Age,Age_bucket,TicketFare(pound)
851,347082,,class3,male,Southampton,dead,4,(0_10],31.275
852,347060,,class3,male,Southampton,dead,74,NA,7.775
853,2678,,class3,female,Cherbourgherbourg,dead,9,(0_10],15.2458
854,PC 17592,D28,class1,female,Southampton,survival,16,(10_20],39.4
855,244252,,class2,female,Southampton,dead,44,(40_50],26
856,392091,,class3,female,Southampton,survival,18,(10_20],9.35
857,36928,,class1,female,Southampton,survival,45,(40_50],164.8667
858,113055,E17,class1,male,Southampton,survival,51,(50_60],26.55
859,2666,,class3,female,Cherbourgherbourg,survival,24,(20_30],19.2583
860,2629,,class3,male,Cherbourgherbourg,dead,0,NA,7.2292
861,350026,,class3,male,Southampton,dead,41,(40_50],14.1083
862,28134,,class2,male,Southampton,dead,21,(20_30],11.5
863,17466,D17,class1,female,Southampton,survival,48,(40_50],25.9292
864,CA. 2343,,class3,female,Southampton,dead,0,NA,69.55
865,233866,,class2,male,Southampton,dead,24,(20_30],13
866,236852,,class2,female,Southampton,survival,42,(40_50],13
867,SC/PARIS 2149,,class2,female,Cherbourgherbourg,survival,27,(20_30],13.8583
868,PC 17590,A24,class1,male,Southampton,dead,31,(30_40],50.4958
869,345777,,class3,male,Southampton,dead,0,NA,9.5
870,347742,,class3,male,Southampton,survival,4,(0_10],11.1333
871,349248,,class3,male,Southampton,dead,26,(20_30],7.8958
872,11751,D35,class1,female,Southampton,survival,47,(40_50],52.5542
873,695,B51 B53 B55,class1,male,Southampton,dead,33,(30_40],5
874,345765,,class3,male,Southampton,dead,47,(40_50],9
875,P/PP 3381,,class2,female,Cherbourgherbourg,survival,28,(20_30],24
876,2667,,class3,female,Cherbourgherbourg,survival,15,(10_20],7.225
877,7534,,class3,male,Southampton,dead,20,(10_20],9.8458
878,349212,,class3,male,Southampton,dead,19,(10_20],7.8958
879,349217,,class3,male,Southampton,dead,0,NA,7.8958
880,11767,C50,class1,female,Cherbourgherbourg,survival,56,(50_60],83.1583
881,230433,,class2,female,Southampton,survival,25,(20_30],26
882,349257,,class3,male,Southampton,dead,33,(30_40],7.8958
883,7552,,class3,female,Southampton,dead,22,(20_30],10.5167
884,C.A./SOTON 34068,,class2,male,Southampton,dead,28,(20_30],10.5
885,SOTON/OQ 392076,,class3,male,Southampton,dead,25,(20_30],7.05
886,382652,,class3,female,Queenstown,dead,39,(30_40],29.125
887,211536,,class2,male,Southampton,dead,27,(20_30],13
888,112053,B42,class1,female,Southampton,survival,19,(10_20],30
889,W./C. 6607,,class3,female,Southampton,dead,0,NA,23.45
890,111369,C148,class1,male,Cherbourgherbourg,survival,26,(20_30],30
891,370376,,class3,male,Queenstown,dead,32,(30_40],7.75
