cityName,date,elctConsumption
Fujian,2013/10/2,39506.71
Eastern China,2013/10/3,263034.01
Shanghai,2013/10/3,26443.33
Jiangsu,2013/10/3,95805.69
Zhejiang,2013/10/3,65900.73
Anhui,2013/10/3,32092.43
Fujian,2013/10/3,41649.75
Eastern China,2013/10/4,288463.44
Shanghai,2013/10/4,28756.11
Jiangsu,2013/10/4,106505.98
Zhejiang,2013/10/4,74826.4
Anhui,2013/10/4,33508.1
Fujian,2013/10/4,43681.89
Eastern China,2013/10/5,301217.03
Shanghai,2013/10/5,30190.55
Jiangsu,2013/10/5,112372.81
Zhejiang,2013/10/5,77834.25
Anhui,2013/10/5,34341.71
Fujian,2013/10/5,45260.39
Eastern China,2013/10/6,302676.64
Shanghai,2013/10/6,31000.89
Jiangsu,2013/10/6,114497.93
Zhejiang,2013/10/6,74927.28
Anhui,2013/10/6,34914.09
Fujian,2013/10/6,46125.93
Eastern China,2013/10/7,298142.46
Shanghai,2013/10/7,31851.94
Jiangsu,2013/10/7,116774.39
Zhejiang,2013/10/7,66482.77
Anhui,2013/10/7,34942.01
Fujian,2013/10/7,46878.6
Eastern China,2013/10/8,303561.76
Shanghai,2013/10/8,33650.91
Jiangsu,2013/10/8,117917.15
Zhejiang,2013/10/8,66848.12
Anhui,2013/10/8,35248.76
Fujian,2013/10/8,48661.92
Eastern China,2013/10/9,310281.11
Shanghai,2013/10/9,34442.03
Jiangsu,2013/10/9,119741.41
Zhejiang,2013/10/9,71161.9
Anhui,2013/10/9,35190.58
Fujian,2013/10/9,48459.77
Eastern China,2013/10/10,318928.81
Shanghai,2013/10/10,34928.87
Jiangsu,2013/10/10,121911.26
Zhejiang,2013/10/10,75506.11
Anhui,2013/10/10,36078.54
Fujian,2013/10/10,49162.86
Eastern China,2013/10/11,324334.31
Shanghai,2013/10/11,35742.53
Jiangsu,2013/10/11,122289.78
Zhejiang,2013/10/11,78890.24
Anhui,2013/10/11,36539.7
Fujian,2013/10/11,49561.2
Eastern China,2013/10/12,320730.7
Shanghai,2013/10/12,35223.88
Jiangsu,2013/10/12,120886.68
Zhejiang,2013/10/12,79256.47
Anhui,2013/10/12,36237.32
Fujian,2013/10/12,47756.07
Eastern China,2013/10/13,307429.25
Shanghai,2013/10/13,32343.57
Jiangsu,2013/10/13,115289.09
Zhejiang,2013/10/13,76896.82
Anhui,2013/10/13,35329.34
Fujian,2013/10/13,46230.63
Eastern China,2013/10/14,322913.12
Shanghai,2013/10/14,35857.21
Jiangsu,2013/10/14,120681.16
Zhejiang,2013/10/14,81309.76
Anhui,2013/10/14,36315.61
Fujian,2013/10/14,47419.71
Eastern China,2013/10/15,321538.55
Shanghai,2013/10/15,34806.24
Jiangsu,2013/10/15,120791.53
Zhejiang,2013/10/15,81073.65
Anhui,2013/10/15,35974.72
Fujian,2013/10/15,47528.4
Eastern China,2013/10/16,318313.43
Shanghai,2013/10/16,33638.67
Jiangsu,2013/10/16,120587.53
Zhejiang,2013/10/16,79703.9
Anhui,2013/10/16,35972.07
Fujian,2013/10/16,47102.02
Eastern China,2013/10/17,321444.42
Shanghai,2013/10/17,34133.87
Jiangsu,2013/10/17,121836.36
Zhejiang,2013/10/17,81564.19
Anhui,2013/10/17,36141.17
Fujian,2013/10/17,46443.94
Eastern China,2013/10/18,322471.75
Shanghai,2013/10/18,34281.09
Jiangsu,2013/10/18,121773.86
Zhejiang,2013/10/18,82189.67
Anhui,2013/10/18,36346.88
Fujian,2013/10/18,46533.98
Eastern China,2013/10/19,319151.29
Shanghai,2013/10/19,32647.41
Jiangsu,2013/10/19,120288.17
Zhejiang,2013/10/19,82449.97
Anhui,2013/10/19,36042.88
Fujian,2013/10/19,46420.43
Eastern China,2013/10/20,304962.97
Shanghai,2013/10/20,30755.25
Jiangsu,2013/10/20,114221.78
Zhejiang,2013/10/20,78572.41
Anhui,2013/10/20,35046.03
Fujian,2013/10/20,45018.29
Eastern China,2013/10/21,316542.4
Shanghai,2013/10/21,33549.56
Jiangsu,2013/10/21,118850.99
Zhejiang,2013/10/21,81098.03
Anhui,2013/10/21,35609.94
Fujian,2013/10/21,46112.99
Eastern China,2013/10/22,321391.81
Shanghai,2013/10/22,34278.41
Jiangsu,2013/10/22,121789.89
Zhejiang,2013/10/22,82405.26
Anhui,2013/10/22,35760.3
Fujian,2013/10/22,45849.06
Eastern China,2013/10/23,321868.06
Shanghai,2013/10/23,34344.03
Jiangsu,2013/10/23,121716.15
Zhejiang,2013/10/23,82476.59
Anhui,2013/10/23,35863.63
Fujian,2013/10/23,46147.75
Eastern China,2013/10/24,321930.75
Shanghai,2013/10/24,34236.71
Jiangsu,2013/10/24,121807.66
Zhejiang,2013/10/24,82486.85
Anhui,2013/10/24,35913.86
Fujian,2013/10/24,46203.02
Eastern China,2013/10/25,322096.97
Shanghai,2013/10/25,34244.23
Jiangsu,2013/10/25,122037.4
Zhejiang,2013/10/25,82527.83
Anhui,2013/10/25,36057.7
Fujian,2013/10/25,45990.4
Eastern China,2013/10/26,316108.68
Shanghai,2013/10/26,32291.1
Jiangsu,2013/10/26,119554.1
Zhejiang,2013/10/26,81941.79
Anhui,2013/10/26,36007.49
Fujian,2013/10/26,45183.66
Eastern China,2013/10/27,304823.61
Shanghai,2013/10/27,30495.82
Jiangsu,2013/10/27,114176.67
Zhejiang,2013/10/27,79445.37
Anhui,2013/10/27,35346.37
Fujian,2013/10/27,44174.84
Eastern China,2013/10/28,317623.97
Shanghai,2013/10/28,33526.14
Jiangsu,2013/10/28,119760.34
Zhejiang,2013/10/28,82503.23
Anhui,2013/10/28,35718.32
Fujian,2013/10/28,44930.69
Eastern China,2013/10/29,324215.95
Shanghai,2013/10/29,34472.3
Jiangsu,2013/10/29,122414.04
Zhejiang,2013/10/29,83676.88
Anhui,2013/10/29,36005.36
Fujian,2013/10/29,46467.22
Eastern China,2013/10/30,324088.26
Shanghai,2013/10/30,34719.94
Jiangsu,2013/10/30,122833.91
Zhejiang,2013/10/30,83312.54
Anhui,2013/10/30,36130.42
Fujian,2013/10/30,45896.97
Eastern China,2013/10/31,321766.8
Shanghai,2013/10/31,34312.36
Jiangsu,2013/10/31,122273.54
Zhejiang,2013/10/31,82774.5
Anhui,2013/10/31,35549.48
Fujian,2013/10/31,45624.35
Eastern China,2013/11/1,319186.28
Shanghai,2013/11/1,34347.4
Jiangsu,2013/11/1,122450.86
Zhejiang,2013/11/1,80669.72
Anhui,2013/11/1,35494.47
Fujian,2013/11/1,44996.33
Eastern China,2013/11/2,316546.7
Shanghai,2013/11/2,32888.42
Jiangsu,2013/11/2,121216.62
Zhejiang,2013/11/2,81553.78
Anhui,2013/11/2,35654.39
Fujian,2013/11/2,43972.49
Eastern China,2013/11/3,305070.42
Shanghai,2013/11/3,31019.37
Jiangsu,2013/11/3,115638.74
Zhejiang,2013/11/3,78002.56
Anhui,2013/11/3,35284.35
Fujian,2013/11/3,43876.66
Eastern China,2013/11/4,317709.95
Shanghai,2013/11/4,33631.04
Jiangsu,2013/11/4,120067.65
Zhejiang,2013/11/4,81597.2
Anhui,2013/11/4,36289.31
Fujian,2013/11/4,44819.74
Eastern China,2013/11/5,323065.12
Shanghai,2013/11/5,34328.14
Jiangsu,2013/11/5,122652.41
Zhejiang,2013/11/5,82838.53
Anhui,2013/11/5,36410.15
Fujian,2013/11/5,45558.07
Eastern China,2013/11/6,324717.06
Shanghai,2013/11/6,34446.36
Jiangsu,2013/11/6,123216.36
Zhejiang,2013/11/6,83216.12
Anhui,2013/11/6,36581.46
Fujian,2013/11/6,45990.98
Eastern China,2013/11/7,325387.17
Shanghai,2013/11/7,34339.57
Jiangsu,2013/11/7,123547.1
Zhejiang,2013/11/7,83600.42
Anhui,2013/11/7,36631.92
Fujian,2013/11/7,45971.07
Eastern China,2013/11/8,326540
Shanghai,2013/11/8,34358.91
Jiangsu,2013/11/8,124003.04
Zhejiang,2013/11/8,83938.59
Anhui,2013/11/8,36490.25
Fujian,2013/11/8,46454.08
Eastern China,2013/11/9,321979.2
Shanghai,2013/11/9,33283.98
Jiangsu,2013/11/9,122029.05
Zhejiang,2013/11/9,83001.28
Anhui,2013/11/9,36279.64
Fujian,2013/11/9,46089.72
Eastern China,2013/11/10,307226.26
Shanghai,2013/11/10,30977.36
Jiangsu,2013/11/10,114981.07
Zhejiang,2013/11/10,79105.19
Anhui,2013/11/10,35300.12
Fujian,2013/11/10,45560.36
Eastern China,2013/11/11,320668.71
Shanghai,2013/11/11,33707.05
Jiangsu,2013/11/11,121212.52
Zhejiang,2013/11/11,82203.9
Anhui,2013/11/11,36652.93
Fujian,2013/11/11,45558.35
Eastern China,2013/11/12,326604.8
Shanghai,2013/11/12,34439.13
Jiangsu,2013/11/12,124356.41
Zhejiang,2013/11/12,83182.26
Anhui,2013/11/12,37113.84
Fujian,2013/11/12,46127.76
Eastern China,2013/11/13,324787.81
Shanghai,2013/11/13,34142.58
Jiangsu,2013/11/13,123890.15
Zhejiang,2013/11/13,82564.48
Anhui,2013/11/13,37112.97
Fujian,2013/11/13,45740.85
Eastern China,2013/11/14,328394.23
Shanghai,2013/11/14,34691.56
Jiangsu,2013/11/14,125790.52
Zhejiang,2013/11/14,83275.05
Anhui,2013/11/14,37221.14
Fujian,2013/11/14,46017.85
Eastern China,2013/11/15,326635.02
Shanghai,2013/11/15,34492.06
Jiangsu,2013/11/15,124667.03
Zhejiang,2013/11/15,82952.05
Anhui,2013/11/15,37269.62
Fujian,2013/11/15,45867.04
Eastern China,2013/11/16,322104.05
Shanghai,2013/11/16,33014.08
Jiangsu,2013/11/16,121876.98
Zhejiang,2013/11/16,82004.27
Anhui,2013/11/16,36957.27
Fujian,2013/11/16,46874.2
Eastern China,2013/11/17,307239.64
Shanghai,2013/11/17,31530.84
Jiangsu,2013/11/17,116074.32
Zhejiang,2013/11/17,77928.16
Anhui,2013/11/17,36083.44
Fujian,2013/11/17,44242.85
Eastern China,2013/11/18,325626.87
Shanghai,2013/11/18,35177.72
Jiangsu,2013/11/18,123354.88
Zhejiang,2013/11/18,82892.6
Anhui,2013/11/18,37066.34
Fujian,2013/11/18,45793.04
Eastern China,2013/11/19,332380.44
Shanghai,2013/11/19,36155.44
Jiangsu,2013/11/19,126269.78
Zhejiang,2013/11/19,84642.12
Anhui,2013/11/19,37567.44
Fujian,2013/11/19,46346.67
Eastern China,2013/11/20,332866.83
Shanghai,2013/11/20,35853.44
Jiangsu,2013/11/20,126980.7
Zhejiang,2013/11/20,84879.17
Anhui,2013/11/20,37389.07
Fujian,2013/11/20,46381.1
Eastern China,2013/11/21,332602.29
Shanghai,2013/11/21,35995.03
Jiangsu,2013/11/21,126945.06
Zhejiang,2013/11/21,84699.17
Anhui,2013/11/21,37698.44
Fujian,2013/11/21,45853.13
Eastern China,2013/11/22,331767.51
Shanghai,2013/11/22,35615.71
Jiangsu,2013/11/22,126483.73
Zhejiang,2013/11/22,84202.34
Anhui,2013/11/22,38192.71
Fujian,2013/11/22,45845.89
Eastern China,2013/11/23,325013.78
Shanghai,2013/11/23,33593.27
Jiangsu,2013/11/23,123516.44
Zhejiang,2013/11/23,83548.05
Anhui,2013/11/23,37554.19
Fujian,2013/11/23,45434.94
Eastern China,2013/11/24,311380.25
Shanghai,2013/11/24,32052.93
Jiangsu,2013/11/24,118208.34
Zhejiang,2013/11/24,79458.89
Anhui,2013/11/24,36504.36
Fujian,2013/11/24,43755.5
Eastern China,2013/11/25,325923.42
Shanghai,2013/11/25,35440.16
Jiangsu,2013/11/25,123933.82
Zhejiang,2013/11/25,82796.97
Anhui,2013/11/25,37507.65
Fujian,2013/11/25,44866.11
Eastern China,2013/11/26,335237.39
Shanghai,2013/11/26,36288.57
Jiangsu,2013/11/26,127295.39
Zhejiang,2013/11/26,85083.71
Anhui,2013/11/26,38657.66
Fujian,2013/11/26,46495.27
Eastern China,2013/11/27,339911.89
Shanghai,2013/11/27,37354.97
Jiangsu,2013/11/27,129058.34
Zhejiang,2013/11/27,85957.66
Anhui,2013/11/27,39089.49
Fujian,2013/11/27,47150.4
Eastern China,2013/11/28,345028.53
Shanghai,2013/11/28,38853.01
Jiangsu,2013/11/28,131528.51
Zhejiang,2013/11/28,86903.27
Anhui,2013/11/28,39796.34
Fujian,2013/11/28,46561.6
Eastern China,2013/11/29,346512.76
Shanghai,2013/11/29,39170.66
Jiangsu,2013/11/29,131941.03
Zhejiang,2013/11/29,87760.17
Anhui,2013/11/29,39671.03
Fujian,2013/11/29,46562.46
Eastern China,2013/11/30,333997.59
Shanghai,2013/11/30,36043.08
Jiangsu,2013/11/30,126759.12
Zhejiang,2013/11/30,85469.69
Anhui,2013/11/30,38728.03
Fujian,2013/11/30,45664.99
Eastern China,2013/12/1,316612.61
Shanghai,2013/12/1,34144.4
Jiangsu,2013/12/1,120091.55
Zhejiang,2013/12/1,78750.75
Anhui,2013/12/1,38106.11
Fujian,2013/12/1,44169.16
Eastern China,2013/12/2,336345.69
Shanghai,2013/12/2,37830.53
Jiangsu,2013/12/2,127708.91
Zhejiang,2013/12/2,84163.53
Anhui,2013/12/2,38987.03
Fujian,2013/12/2,46314.46
Eastern China,2013/12/3,340503.55
Shanghai,2013/12/3,37669.78
Jiangsu,2013/12/3,129353.83
Zhejiang,2013/12/3,85703.86
Anhui,2013/12/3,39258.2
Fujian,2013/12/3,47124.04
Eastern China,2013/12/4,340098.14
Shanghai,2013/12/4,37179.72
Jiangsu,2013/12/4,129404.34
Zhejiang,2013/12/4,85544.51
Anhui,2013/12/4,39479.41
Fujian,2013/12/4,47127.06
Eastern China,2013/12/5,340943.44
Shanghai,2013/12/5,37056.77
Jiangsu,2013/12/5,129723.07
Zhejiang,2013/12/5,85677.27
Anhui,2013/12/5,39699.87
Fujian,2013/12/5,47443.44
Eastern China,2013/12/6,344836.49
Shanghai,2013/12/6,37618.16
Jiangsu,2013/12/6,132262.64
Zhejiang,2013/12/6,85883.41
Anhui,2013/12/6,40488.05
Fujian,2013/12/6,47263
Eastern China,2013/12/7,339148.71
Shanghai,2013/12/7,35619.08
Jiangsu,2013/12/7,129691.98
Zhejiang,2013/12/7,85611.01
Anhui,2013/12/7,40320.93
Fujian,2013/12/7,46553.43
Eastern China,2013/12/8,323739.61
Shanghai,2013/12/8,33201.43
Jiangsu,2013/12/8,122918.28
Zhejiang,2013/12/8,81572.21
Anhui,2013/12/8,39026.43
Fujian,2013/12/8,45666.63
Eastern China,2013/12/9,344649.03
Shanghai,2013/12/9,38208.35
Jiangsu,2013/12/9,132037.07
Zhejiang,2013/12/9,85716.57
Anhui,2013/12/9,40780.35
Fujian,2013/12/9,46528.28
Eastern China,2013/12/10,350721.76
Shanghai,2013/12/10,39365.7
Jiangsu,2013/12/10,133991.42
Zhejiang,2013/12/10,87622.37
Anhui,2013/12/10,41088.6
Fujian,2013/12/10,47250.22
Eastern China,2013/12/11,352527.65
Shanghai,2013/12/11,39963.51
Jiangsu,2013/12/11,135634.89
Zhejiang,2013/12/11,87053.93
Anhui,2013/12/11,41235.14
Fujian,2013/12/11,47290.6
Eastern China,2013/12/12,354514.7
Shanghai,2013/12/12,40063.97
Jiangsu,2013/12/12,135317.34
Zhejiang,2013/12/12,88833.39
Anhui,2013/12/12,41179.31
Fujian,2013/12/12,47654.93
Eastern China,2013/12/13,354362.96
Shanghai,2013/12/13,39834.51
Jiangsu,2013/12/13,136453.33
Zhejiang,2013/12/13,88223.04
Anhui,2013/12/13,41142.83
Fujian,2013/12/13,47355.99
Eastern China,2013/12/14,345382.46
Shanghai,2013/12/14,36466.18
Jiangsu,2013/12/14,132558.06
Zhejiang,2013/12/14,87394.69
Anhui,2013/12/14,40912.48
Fujian,2013/12/14,46611.97
Eastern China,2013/12/15,330245.57
Shanghai,2013/12/15,35208.28
Jiangsu,2013/12/15,126305.13
Zhejiang,2013/12/15,82566.66
Anhui,2013/12/15,40005.03
Fujian,2013/12/15,44790.05
Eastern China,2013/12/16,349283.87
Shanghai,2013/12/16,40684.68
Jiangsu,2013/12/16,135447.61
Zhejiang,2013/12/16,85404.75
Anhui,2013/12/16,41777.25
Fujian,2013/12/16,44531.56
Eastern China,2013/12/17,357332.27
Shanghai,2013/12/17,41845.05
Jiangsu,2013/12/17,138484.74
Zhejiang,2013/12/17,86992.97
Anhui,2013/12/17,42422.87
Fujian,2013/12/17,46129.17
Eastern China,2013/12/18,358477.19
Shanghai,2013/12/18,41654.37
Jiangsu,2013/12/18,138845.51
Zhejiang,2013/12/18,86695.45
Anhui,2013/12/18,42921.22
Fujian,2013/12/18,46966.75
Eastern China,2013/12/19,366190.67
Shanghai,2013/12/19,42362.6
Jiangsu,2013/12/19,141152.53
Zhejiang,2013/12/19,89557.62
Anhui,2013/12/19,43481.16
Fujian,2013/12/19,48175.25
Eastern China,2013/12/20,371760.71
Shanghai,2013/12/20,43286.39
Jiangsu,2013/12/20,142433.29
Zhejiang,2013/12/20,91649.05
Anhui,2013/12/20,44086.28
Fujian,2013/12/20,48790.87
Eastern China,2013/12/21,361632.8
Shanghai,2013/12/21,38505.39
Jiangsu,2013/12/21,138589.58
Zhejiang,2013/12/21,90934.38
Anhui,2013/12/21,43564.71
Fujian,2013/12/21,48643.25
Eastern China,2013/12/22,348419.91
Shanghai,2013/12/22,38278.43
Jiangsu,2013/12/22,131133.86
Zhejiang,2013/12/22,87244.42
Anhui,2013/12/22,42479.13
Fujian,2013/12/22,47919.15
Eastern China,2013/12/23,369321.37
Shanghai,2013/12/23,42664.78
Jiangsu,2013/12/23,140955.36
Zhejiang,2013/12/23,91768.42
Anhui,2013/12/23,43896.1
Fujian,2013/12/23,48660.13
Eastern China,2013/12/24,374458.73
Shanghai,2013/12/24,43229.19
Jiangsu,2013/12/24,143294.25
Zhejiang,2013/12/24,92747.42
Anhui,2013/12/24,44447.43
Fujian,2013/12/24,49326.31
Eastern China,2013/12/25,372930.58
Shanghai,2013/12/25,42757.89
Jiangsu,2013/12/25,143356.83
Zhejiang,2013/12/25,91792.63
Anhui,2013/12/25,44623.38
Fujian,2013/12/25,49015.43
Eastern China,2013/12/26,377584.89
Shanghai,2013/12/26,44116.12
Jiangsu,2013/12/26,146291.2
Zhejiang,2013/12/26,91658.99
Anhui,2013/12/26,45431.49
Fujian,2013/12/26,48738.44
Eastern China,2013/12/27,381818.27
Shanghai,2013/12/27,45046
Jiangsu,2013/12/27,146634.4
Zhejiang,2013/12/27,93849.09
Anhui,2013/12/27,45371.88
Fujian,2013/12/27,49449.52
Eastern China,2013/12/28,374158.98
Shanghai,2013/12/28,43196.44
Jiangsu,2013/12/28,143010.17
Zhejiang,2013/12/28,92220.59
Anhui,2013/12/28,45024.78
Fujian,2013/12/28,49275.15
Eastern China,2013/12/29,362876.74
Shanghai,2013/12/29,41460.95
Jiangsu,2013/12/29,138069.2
Zhejiang,2013/12/29,89945.4
Anhui,2013/12/29,43838.87
Fujian,2013/12/29,48110.17
Eastern China,2013/12/30,365820.81
Shanghai,2013/12/30,43264.64
Jiangsu,2013/12/30,138125.54
Zhejiang,2013/12/30,91368.11
Anhui,2013/12/30,43266.91
Fujian,2013/12/30,48349.12
Eastern China,2013/12/31,351156.04
Shanghai,2013/12/31,41862.37
Jiangsu,2013/12/31,131633.16
Zhejiang,2013/12/31,87210.32
Anhui,2013/12/31,41280.45
Fujian,2013/12/31,47697.55
Eastern China,2014/1/1,300030.57
Shanghai,2014/1/1,35233.01
Jiangsu,2014/1/1,111829.1
Zhejiang,2014/1/1,71301.7
Anhui,2014/1/1,38076.88
Fujian,2014/1/1,42325.33
Eastern China,2014/1/2,334667.4
Shanghai,2014/1/2,39881.06
Jiangsu,2014/1/2,123904.8
Zhejiang,2014/1/2,83779.17
Anhui,2014/1/2,39462.65
Fujian,2014/1/2,46370.35
Eastern China,2014/1/3,345697.56
Shanghai,2014/1/3,40366.15
Jiangsu,2014/1/3,130492.96
Zhejiang,2014/1/3,86255.33
Anhui,2014/1/3,40306.24
Fujian,2014/1/3,46971.77
Eastern China,2014/1/4,347249.14
Shanghai,2014/1/4,37774.35
Jiangsu,2014/1/4,132358.05
Zhejiang,2014/1/4,87272.35
Anhui,2014/1/4,40966.72
Fujian,2014/1/4,47591.08
Eastern China,2014/1/5,341847.86
Shanghai,2014/1/5,37552.61
Jiangsu,2014/1/5,129000.94
Zhejiang,2014/1/5,86158.76
Anhui,2014/1/5,40587.13
Fujian,2014/1/5,47273.49
Eastern China,2014/1/6,352176.03
Shanghai,2014/1/6,41287.9
Jiangsu,2014/1/6,132750.08
Zhejiang,2014/1/6,88337.46
Anhui,2014/1/6,41057.96
Fujian,2014/1/6,47410.37
Eastern China,2014/1/7,354750.95
Shanghai,2014/1/7,40742.45
Jiangsu,2014/1/7,134950
Zhejiang,2014/1/7,88765.36
Anhui,2014/1/7,41861.39
Fujian,2014/1/7,47030.63
Eastern China,2014/1/8,358225.26
Shanghai,2014/1/8,42354.27
Jiangsu,2014/1/8,136940.95
Zhejiang,2014/1/8,88501.54
Anhui,2014/1/8,42454.53
Fujian,2014/1/8,46572.56
Eastern China,2014/1/9,361957.2
Shanghai,2014/1/9,43731.73
Jiangsu,2014/1/9,137665.85
Zhejiang,2014/1/9,89418.81
Anhui,2014/1/9,42646
Fujian,2014/1/9,47134.22
Eastern China,2014/1/10,362323.79
Shanghai,2014/1/10,43389.41
Jiangsu,2014/1/10,137532.76
Zhejiang,2014/1/10,89815.79
Anhui,2014/1/10,42856.41
Fujian,2014/1/10,47353.8
Eastern China,2014/1/11,355189.83
Shanghai,2014/1/11,41205.93
Jiangsu,2014/1/11,135117.63
Zhejiang,2014/1/11,88616.23
Anhui,2014/1/11,42542.67
Fujian,2014/1/11,46324.85
Eastern China,2014/1/12,340094.43
Shanghai,2014/1/12,38978.4
Jiangsu,2014/1/12,128694.75
Zhejiang,2014/1/12,84360.7
Anhui,2014/1/12,41004.06
Fujian,2014/1/12,45704.68
Eastern China,2014/1/13,357300.95
Shanghai,2014/1/13,43056.91
Jiangsu,2014/1/13,135476.79
Zhejiang,2014/1/13,87164.85
Anhui,2014/1/13,43347.58
Fujian,2014/1/13,46280.38
Eastern China,2014/1/14,355893.21
Shanghai,2014/1/14,43281.75
Jiangsu,2014/1/14,135613.09
Zhejiang,2014/1/14,85800.85
Anhui,2014/1/14,43198.25
Fujian,2014/1/14,46575.96
Eastern China,2014/1/15,350876.71
Shanghai,2014/1/15,42674.42
Jiangsu,2014/1/15,134135.85
Zhejiang,2014/1/15,84268.24
Anhui,2014/1/15,42662.05
Fujian,2014/1/15,45705.45
Eastern China,2014/1/16,342185.26
Shanghai,2014/1/16,41688.86
Jiangsu,2014/1/16,130789.07
Zhejiang,2014/1/16,81390.64
Anhui,2014/1/16,41504.73
Fujian,2014/1/16,45383.65
Eastern China,2014/1/17,331084.84
Shanghai,2014/1/17,38682.16
Jiangsu,2014/1/17,127717.98
Zhejiang,2014/1/17,77754.01
Anhui,2014/1/17,41044.13
Fujian,2014/1/17,44396.45
Eastern China,2014/1/18,326228.43
Shanghai,2014/1/18,39183.53
Jiangsu,2014/1/18,125159.82
Zhejiang,2014/1/18,74912.11
Anhui,2014/1/18,41821.11
Fujian,2014/1/18,43738.73
Eastern China,2014/1/19,310397.25
Shanghai,2014/1/19,37281.9
Jiangsu,2014/1/19,119464.06
Zhejiang,2014/1/19,69331.27
Anhui,2014/1/19,40430.22
Fujian,2014/1/19,42489.34
Eastern China,2014/1/20,313646.62
Shanghai,2014/1/20,40311.1
Jiangsu,2014/1/20,121507.41
Zhejiang,2014/1/20,68019.35
Anhui,2014/1/20,40274.32
Fujian,2014/1/20,42105.43
Eastern China,2014/1/21,311385.63
Shanghai,2014/1/21,41334.25
Jiangsu,2014/1/21,120796.17
Zhejiang,2014/1/21,65340.17
Anhui,2014/1/21,40259.27
Fujian,2014/1/21,42214.05
Eastern China,2014/1/22,302845.28
Shanghai,2014/1/22,40950.99
Jiangsu,2014/1/22,117802.84
Zhejiang,2014/1/22,62690.74
Anhui,2014/1/22,39527.82
Fujian,2014/1/22,40550.78
Eastern China,2014/1/23,288675.68
Shanghai,2014/1/23,40378.44
Jiangsu,2014/1/23,112133.75
Zhejiang,2014/1/23,58132.08
Anhui,2014/1/23,38015.08
Fujian,2014/1/23,38704.5
Eastern China,2014/1/24,265700.21
Shanghai,2014/1/24,39328.99
Jiangsu,2014/1/24,104333.28
Zhejiang,2014/1/24,51720.87
Anhui,2014/1/24,35649.72
Fujian,2014/1/24,33425.02
Eastern China,2014/1/25,248682.6
Shanghai,2014/1/25,35818.3
Jiangsu,2014/1/25,97243.17
Zhejiang,2014/1/25,45418.25
Anhui,2014/1/25,34683.21
Fujian,2014/1/25,34282.03
Eastern China,2014/1/26,239350.48
Shanghai,2014/1/26,35152.8
Jiangsu,2014/1/26,93594.95
Zhejiang,2014/1/26,42497.75
Anhui,2014/1/26,34069.98
Fujian,2014/1/26,32862.04
Eastern China,2014/1/27,227728.71
Shanghai,2014/1/27,34616.96
Jiangsu,2014/1/27,88329.99
Zhejiang,2014/1/27,39917.03
Anhui,2014/1/27,32512.51
Fujian,2014/1/27,31222.09
Eastern China,2014/1/28,210277.67
Shanghai,2014/1/28,32271.34
Jiangsu,2014/1/28,82312.66
Zhejiang,2014/1/28,37217.74
Anhui,2014/1/28,30883.09
Fujian,2014/1/28,26492.15
Eastern China,2014/1/29,200887.24
Shanghai,2014/1/29,30054.81
Jiangsu,2014/1/29,77323.97
Zhejiang,2014/1/29,34384.09
Anhui,2014/1/29,30244.27
Fujian,2014/1/29,27839.93
Eastern China,2014/1/30,184492.53
Shanghai,2014/1/30,27346.18
Jiangsu,2014/1/30,68608.6
Zhejiang,2014/1/30,32234.77
Anhui,2014/1/30,27656.63
Fujian,2014/1/30,27635.08
Eastern China,2014/1/31,165924.9
Shanghai,2014/1/31,24552.36
Jiangsu,2014/1/31,61834.42
Zhejiang,2014/1/31,28690.02
Anhui,2014/1/31,25149.18
Fujian,2014/1/31,24711.25
Eastern China,2014/2/1,162653.25
Shanghai,2014/2/1,24226
Jiangsu,2014/2/1,60232.97
Zhejiang,2014/2/1,27895.72
Anhui,2014/2/1,24661.78
Fujian,2014/2/1,24628.26
Eastern China,2014/2/2,165014.96
Shanghai,2014/2/2,22825.31
Jiangsu,2014/2/2,62619.1
Zhejiang,2014/2/2,28502.2
Anhui,2014/2/2,25555.25
Fujian,2014/2/2,24505.21
Eastern China,2014/2/3,177372.1
Shanghai,2014/2/3,25065.74
Jiangsu,2014/2/3,68293.22
Zhejiang,2014/2/3,30192.28
Anhui,2014/2/3,27526.04
Fujian,2014/2/3,25288.79
Eastern China,2014/2/4,190074.79
Shanghai,2014/2/4,26767
Jiangsu,2014/2/4,72699.14
Zhejiang,2014/2/4,32634.31
Anhui,2014/2/4,30022.29
Fujian,2014/2/4,26943.24
Eastern China,2014/2/5,205322.91
Shanghai,2014/2/5,28263.06
Jiangsu,2014/2/5,80662.96
Zhejiang,2014/2/5,35234.42
Anhui,2014/2/5,33346.96
Fujian,2014/2/5,26801.11
Eastern China,2014/2/6,216415.82
Shanghai,2014/2/6,29724.75
Jiangsu,2014/2/6,85554.02
Zhejiang,2014/2/6,36653.42
Anhui,2014/2/6,34248.28
Fujian,2014/2/6,29203.87
Eastern China,2014/2/7,240620.49
Shanghai,2014/2/7,32586.12
Jiangsu,2014/2/7,97322.63
Zhejiang,2014/2/7,41994.07
Anhui,2014/2/7,37330.84
Fujian,2014/2/7,30276.22
Eastern China,2014/2/8,259485.23
Shanghai,2014/2/8,35735.62
Jiangsu,2014/2/8,103875.77
Zhejiang,2014/2/8,47880.23
Anhui,2014/2/8,38801.26
Fujian,2014/2/8,32071.32
Eastern China,2014/2/9,271577.2
Shanghai,2014/2/9,34204.78
